line_number,ground_truth,transcription,cer,wer,bwer,document_id,method
1,sy nit me wüssen den von den stetten vnd landen die sye,ſy nit me wüſſen den̄ von den ſtetten vnd landen die ſye,0.10909090909090909,0.4166666666666667,0.4166666666666667,7474189,openai
2,offt vn dick bygeschiffet vn erfaren hatten. Und als vns,offt vn dick bygeſchiffet vn erſaren hatten/ Und als vnß,0.07142857142857142,0.4,0.4,7474189,openai
3,an dem ende der egemelt wynckel eyn krůme erzoͤigt des,an dem ende der egemelt wynckel eyn Erũme erzeigt des,0.07407407407407407,0.2,0.2,7474189,openai
4,landstaden gegen mittag wurden wir eyns solichs für¬,landſtaden gegen mittag wourden wir eyns ſolichs für,0.07692307692307693,0.5,0.5,7474189,openai
5,faren vnd ze erkunden was in den selben grossen landen,faren vnd ze erkunden was in den ſelben groſſen landen,0.05555555555555555,0.2,0.2,7474189,openai
6,"were, Und schifften also nach dem staden by Sechshun",were/ Vnd schiffſten alſo nach dem ſtaden by Sechſtun,0.1346153846153846,0.6666666666666666,0.6666666666666666,7474189,openai
7,dert mylen wegs vnd zuͤm dickern mal/ kamen wijr vnd,der mylen wegs vnd zim dickern mal ſamen wir vnd,0.11538461538461539,0.5,0.5,7474189,openai
8,giengen zelande besprachten vnd beredten wir vn bewon,giengen zelande beſprachͤte vnd beredten wir vn̄ beyon,0.09433962264150944,0.375,0.375,7474189,openai
9,ten mit den inwonern vnd lantsluten der selben regionen,ten mit den inwohnern vnd lantſtütten der ſelben regionẽ,0.14545454545454545,0.4444444444444444,0.4444444444444444,7474189,openai
10,vnd wurden guͤtlich vnd bruͤderlich von inen empfangen,vnd wurden gůlich vnd brůderlich von inen empſangẽ,0.14814814814814814,0.375,0.375,7474189,openai
11,vnd blyben etwan dick funffzehen oder zweintzig tag by,vnd blyben erwan dieſ fünffzehen oder zwen̄zig tag,0.16666666666666666,0.5555555555555556,0.5555555555555556,7474189,openai
12,ienen stets vn̄ fruntlich als liebe geste mit ynen redende,ienen ſtets vn̄ frümlich als liebe geſte mit ynen redende,0.08620689655172414,0.3,0.3,7474189,openai
13,als du harnach vermercken würst/ ye doch so ist diser be,als du harnach vermerckten würſt/ye doch ſo iſt dieſer ſe,0.14285714285714285,0.6363636363636364,0.6363636363636364,7474189,openai
14,wonten lantschafft teyl in der krummen schnuͤr Sorrida,wonten lanſſchafft teyl in der trummen ſchniur ſorida,0.14814814814814814,0.5,0.5,7474189,openai
15,sona innerthalb der lanien equinoctialem gege de hymel,zona innerthalb der lynien equinoctialem gegẽ de hymel,0.05555555555555555,0.375,0.375,7474189,openai
16,gegent Antarticus den sin anfang hept an im achte grad,"zona innerthalb der ſyner equinoctiallinien gehet vnd An-  
gegent Anarcticus den̄ ſin anfang hept an im achtē grad  
abẽ die equinoctial. Jach disen̄ landſtaden ſchiffeten",2.259259259259259,1.9,1.9,7474189,openai
17,über die equinoctial / Nach disem landsstaden schiffeten,"gegen America ſein kunſtig ſepe an der ſee
über die equinoctial/ Nach dieſem landſtaden ſchifferen",0.8928571428571429,1.625,1.5,7474189,openai
18,wir so lang das wir über vnd für fiͤren des Steinbocks,wir ſo lang das wir über vnd für ſixen des Steinbocks,0.07407407407407407,0.18181818181818182,0.18181818181818182,7474189,openai
