line_number,ground_truth,transcription,cer,wer,bwer,document_id,method
1,2.,Of Family Imposture.,9.5,3.0,3.0,071_111_002,mistral
2,Of Family Imposture.,,1.0,1.0,1.0,071_111_002,mistral
3,pretended mother was or was not privy to the Imposture.,pretended mother was or was not privy to the Imposture.,0.0,0.0,0.0,071_111_002,mistral
4,4. But if any one bring up a child begotten of a married Woman,,1.0,1.0,1.0,071_111_002,mistral
5,"during the continuance of the marriage by and Adulterer, as if it","4. But of any one bringing up a child begotten of a married Woman during the continuance of the marriage by an Adulterer, as if it were the child of the Husband, this is not Family Imposture.",1.9692307692307693,2.1666666666666665,2.1666666666666665,071_111_002,mistral
6,"were the child of the Husband, this is not Family Imposture.",,1.0,1.0,1.0,071_111_002,mistral
7,Punishment.,Punishment.,0.0,0.0,0.0,071_111_002,mistral
8,For Family Imposture the Punishment of an Impostor,,1.0,1.0,1.0,071_111_002,mistral
9,himself shall be as follows.,For Family Imposture the Punishment of an Imposter himself shall be as follows,1.8571428571428572,1.8,1.8,071_111_002,mistral
10,1. He shall be punished ignominiously and afflictively with the,,1.0,1.0,1.0,071_111_002,mistral
11,Impostor's Mask. See [Punishments],1. He shall be punished ignominiously and afflictively with the Impostor's mask. See [Punishments?],1.9411764705882353,3.0,3.0,071_111_002,mistral
12,2. He shall be imprisoned or confined to hard Labour for Life.,,1.0,1.0,1.0,071_111_002,mistral
13,The Punishment of a Suborner shall be as follows:,2. He shall be imprisoned or confined to hard Labour for Life.,0.9591836734693877,1.3333333333333333,1.1111111111111112,071_111_002,mistral
14,1. He shall be ignominiously connected with an Impostor or the Effig-,,1.0,1.0,1.0,071_111_002,mistral
15,-y of an Impostor.,The Punishment of a Suborner shall be as follows:,2.2222222222222223,2.0,2.0,071_111_002,mistral
16,2. He shall be imprisoned or confined to hard Labour for Life.,,1.0,1.0,1.0,071_111_002,mistral
17,Exposition,1. He shall be ignominiously connected with an Imposter or the Effigy of an Imposter.,7.8,15.0,15.0,071_111_002,mistral
18,"[(A) Suborner] There may be a suborner of imposture, where there is no",,1.0,1.0,1.0,071_111_002,mistral
19,impostor: the party falsely pretended to possess the character in question,2. He shall be imprisoned or confined to hard Labour for Life.,0.7432432432432432,1.0909090909090908,1.0,071_111_002,mistral
20,not knowing but he is intitled to it; for instance in the case of a suppo=,,1.0,1.0,1.0,071_111_002,mistral
21,:ssitious Child. Excuses,Exposition,0.875,1.0,1.0,071_111_002,mistral
22,(A),,1.0,1.0,1.0,071_111_002,mistral
23,C,"[A] Suborner. These may be a suborner of imposture, where there is no impostor: the party falsely pretended to possess the character in question not knowing but he is intitled to it: for instance in the case of a supposititious Child.",233.0,41.0,41.0,071_111_002,mistral
