line_number,ground_truth,transcription,cer,wer,bwer,document_id,method
1,2.,Of Family Imposture.,9.5,3.0,3.0,071111002,mistral
2,Of Family Imposture.,pretended mother was or was not privy to the Imposture.,2.0,3.0,3.0,071111002,mistral
3,pretended mother was or was not privy to the Imposture.,"4. But of any one bringing up a child begotten of a married Woman during the continuance of the marriage by an Adulterer, as if it were the child of the Husband, this is not Family Imposture.",2.727272727272727,3.5,3.4,071111002,mistral
4,4. But if any one bring up a child begotten of a married Woman,Punishment.,0.9032258064516129,1.0,1.0,071111002,mistral
5,"during the continuance of the marriage by and Adulterer, as if it",For Family Imposture the Punishment of an Imposter himself shall be as follows,0.9230769230769231,0.9166666666666666,0.8333333333333334,071111002,mistral
6,"were the child of the Husband, this is not Family Imposture.",1. He shall be punished ignominiously and afflictively with the Impostor's mask. See [Punishments?],1.25,1.2727272727272727,1.1818181818181819,071111002,mistral
7,Punishment.,2. He shall be imprisoned or confined to hard Labour for Life.,5.0,12.0,12.0,071111002,mistral
8,For Family Imposture the Punishment of an Impostor,The Punishment of a Suborner shall be as follows:,0.82,1.125,0.875,071111002,mistral
9,himself shall be as follows.,1. He shall be ignominiously connected with an Imposter or the Effigy of an Imposter.,2.4642857142857144,2.6,2.6,071111002,mistral
10,1. He shall be punished ignominiously and afflictively with the,2. He shall be imprisoned or confined to hard Labour for Life.,0.6349206349206349,0.9,0.9,071111002,mistral
11,Impostor's Mask. See [Punishments],Exposition,0.8529411764705882,1.0,1.0,071111002,mistral
12,2. He shall be imprisoned or confined to hard Labour for Life.,"[A] Suborner. These may be a suborner of imposture, where there is no impostor: the party falsely pretended to possess the character in question not knowing but he is intitled to it: for instance in the case of a suppo sititious Child.",3.096774193548387,3.25,3.25,071111002,mistral
13,The Punishment of a Suborner shall be as follows:,Excuses,0.9183673469387755,1.0,1.0,071111002,mistral
