line_number,ground_truth,transcription,cer,wer,bwer,document_id,method
1,2.,pretended mother was or was not privy to the Imposture.,27.0,10.0,10.0,071111002,mistral
2,Of Family Imposture.,4. But if any one bringing up a child begotten of a married Woman,2.75,4.666666666666667,4.666666666666667,071111002,mistral
3,pretended mother was or was not privy to the Imposture.,"during the continuance of the marriage by an Adulterer, as if it",0.9272727272727272,1.2,1.1,071111002,mistral
4,4. But if any one bring up a child begotten of a married Woman,"were the child of the Husband, this is not Family Imposture.",0.8709677419354839,1.0,0.8571428571428571,071111002,mistral
5,"during the continuance of the marriage by and Adulterer, as if it",Punishment.,0.8769230769230769,1.0,1.0,071111002,mistral
6,"were the child of the Husband, this is not Family Imposture.",For Family Imposture the Punishment of an Imposter,0.6833333333333333,0.9090909090909091,0.7272727272727273,071111002,mistral
7,Punishment.,himself shall be as follows,2.1818181818181817,5.0,5.0,071111002,mistral
8,For Family Imposture the Punishment of an Impostor,1. He shall be punished ignominiously and afflictively with the,1.0,1.25,1.125,071111002,mistral
9,himself shall be as follows.,Imposter's mask. See [Punishments],0.9642857142857143,1.0,1.0,071111002,mistral
10,1. He shall be punished ignominiously and afflictively with the,2. He shall be imprisoned or confined to hard Labour for Life.,0.6349206349206349,0.9,0.9,071111002,mistral
11,Impostor's Mask. See [Punishments],The Punishment of a Suborner shall be as follows:,1.2352941176470589,2.25,2.25,071111002,mistral
12,2. He shall be imprisoned or confined to hard Labour for Life.,1. He shall be ignominiously connected with an Imposter or the Effi-,0.6129032258064516,0.75,0.6666666666666666,071111002,mistral
13,The Punishment of a Suborner shall be as follows:,gy of an Imposter.,0.8367346938775511,0.8888888888888888,0.8888888888888888,071111002,mistral
14,1. He shall be ignominiously connected with an Impostor or the Effig-,2. He shall be imprisoned or confined to hard Labour for Life.,0.5652173913043478,0.75,0.6666666666666666,071111002,mistral
15,-y of an Impostor.,Exposition,0.8333333333333334,1.0,1.0,071111002,mistral
16,2. He shall be imprisoned or confined to hard Labour for Life.,"[A Suborner] There may be a suborner of imposture, where there is no",0.8709677419354839,1.0,1.0,071111002,mistral
17,Exposition,impostor: the party falsely pretended to possess the character in question,6.6,11.0,11.0,071111002,mistral
18,"[(A) Suborner] There may be a suborner of imposture, where there is no",not knowing but he is intitled to it: for instance in the case of a suppo-,0.8428571428571429,1.2307692307692308,1.0,071111002,mistral
19,impostor: the party falsely pretended to possess the character in question,sitious Child.,0.9054054054054054,1.0,1.0,071111002,mistral
